Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiLSTM+LSTM
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiLSTM+LSTM_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 30]  68/100       Mish+SELU      acc= 87.11  ETA  36.1m
[seed 40]  66/100       Mish+SiLU      acc= 86.34  ETA  39.5m
[seed 20]  68/100       Mish+SELU      acc= 87.33  ETA  36.4m
[seed 10]  68/72  Hardswish+SiLU      acc= 87.45  ETA   4.6m
[seed 50]  68/100       Mish+SELU      acc= 83.09  ETA  36.5m
[seed 40]  67/100       Mish+Mish      acc= 86.78  ETA  38.3m
[seed 30]  69/100       Mish+PReLU     acc= 85.76  ETA  34.9m
[seed 20]  69/100       Mish+PReLU     acc= 85.13  ETA  35.2m
[seed 10]  69/72  Hardswish+Mish      acc= 87.30  ETA   3.4m
[seed 50]  69/100       Mish+PReLU     acc= 85.67  ETA  35.4m
[seed 30]  70/100       Mish+Hardswish acc= 87.61  ETA  33.8m
[seed 40]  68/100       Mish+SELU      acc= 85.62  ETA  37.2m
[seed 20]  70/100       Mish+Hardswish acc= 87.12  ETA  34.1m
[seed 10]  70/72  Hardswish+SELU      acc= 87.20  ETA   2.3m
[seed 30]  71/100       SELU+ReLU      acc= 87.55  ETA  32.6m
[seed 50]  70/100       Mish+Hardswish acc= 86.27  ETA  34.3m
[seed 40]  69/100       Mish+PReLU     acc= 86.50  ETA  36.0m
[seed 10]  71/72  Hardswish+PReLU     acc= 86.36  ETA   1.1m
[seed 20]  71/100       SELU+ReLU      acc= 85.55  ETA  32.9m
[seed 30]  72/100       SELU+ELU       acc= 86.80  ETA  31.5m
[seed 50]  71/100       SELU+ReLU      acc= 84.94  ETA  33.1m
[seed 10]  72/72  Hardswish+Hardswish acc= 86.31  ETA   0.0m
[seed 10] DONE in 81.2 min -> BiLSTM+LSTM_5_seed_variance_results\seed_10.csv
[seed 40]  70/100       Mish+Hardswish acc= 85.65  ETA  34.8m
[seed 20]  72/100       SELU+ELU       acc= 86.90  ETA  31.8m
[seed 50]  72/100       SELU+ELU       acc= 86.66  ETA  31.9m
[seed 30]  73/100       SELU+LeakyReLU acc= 85.92  ETA  30.3m
[seed 40]  71/100       SELU+ReLU      acc= 85.99  ETA  33.5m
[seed 20]  73/100       SELU+LeakyReLU acc= 86.76  ETA  30.6m
[seed 50]  73/100       SELU+LeakyReLU acc= 87.18  ETA  30.6m
[seed 30]  74/100       SELU+Tanh      acc= 86.53  ETA  29.1m
[seed 40]  72/100       SELU+ELU       acc= 87.57  ETA  32.3m
[seed 20]  74/100       SELU+Tanh      acc= 86.66  ETA  29.4m
[seed 50]  74/100       SELU+Tanh      acc= 85.91  ETA  29.4m
[seed 30]  75/100       SELU+GELU      acc= 85.64  ETA  27.9m
[seed 40]  73/100       SELU+LeakyReLU acc= 86.68  ETA  31.0m
[seed 50]  75/100       SELU+GELU      acc= 86.87  ETA  28.2m
[seed 20]  75/100       SELU+GELU      acc= 86.92  ETA  28.2m
[seed 30]  76/100       SELU+SiLU      acc= 86.09  ETA  26.7m
[seed 40]  74/100       SELU+Tanh      acc= 87.06  ETA  29.8m
[seed 50]  76/100       SELU+SiLU      acc= 85.95  ETA  27.0m
[seed 20]  76/100       SELU+SiLU      acc= 87.10  ETA  27.0m
[seed 30]  77/100       SELU+Mish      acc= 86.56  ETA  25.6m
[seed 40]  75/100       SELU+GELU      acc= 87.35  ETA  28.6m
[seed 20]  77/100       SELU+Mish      acc= 85.86  ETA  25.8m
[seed 50]  77/100       SELU+Mish      acc= 86.67  ETA  25.8m
[seed 30]  78/100       SELU+SELU      acc= 86.83  ETA  24.4m
[seed 40]  76/100       SELU+SiLU      acc= 86.66  ETA  27.4m
[seed 20]  78/100       SELU+SELU      acc= 85.59  ETA  24.6m
[seed 30]  79/100       SELU+PReLU     acc= 86.56  ETA  23.2m
[seed 50]  78/100       SELU+SELU      acc= 86.02  ETA  24.6m
[seed 40]  77/100       SELU+Mish      acc= 87.59  ETA  26.2m
[seed 20]  79/100       SELU+PReLU     acc= 86.77  ETA  23.4m
[seed 30]  80/100       SELU+Hardswish acc= 86.76  ETA  22.1m
[seed 50]  79/100       SELU+PReLU     acc= 86.59  ETA  23.5m
[seed 40]  78/100       SELU+SELU      acc= 86.54  ETA  25.0m
[seed 20]  80/100       SELU+Hardswish acc= 86.74  ETA  22.2m
[seed 50]  80/100       SELU+Hardswish acc= 86.55  ETA  22.3m
[seed 30]  81/100      PReLU+ReLU      acc= 87.15  ETA  20.9m
[seed 40]  79/100       SELU+PReLU     acc= 86.56  ETA  23.8m
[seed 20]  81/100      PReLU+ReLU      acc= 86.19  ETA  21.1m
[seed 50]  81/100      PReLU+ReLU      acc= 86.87  ETA  21.1m
[seed 30]  82/100      PReLU+ELU       acc= 86.06  ETA  19.8m
[seed 40]  80/100       SELU+Hardswish acc= 86.35  ETA  22.7m
[seed 50]  82/100      PReLU+ELU       acc= 85.26  ETA  19.9m
[seed 20]  82/100      PReLU+ELU       acc= 87.11  ETA  19.9m
[seed 30]  83/100      PReLU+LeakyReLU acc= 86.55  ETA  18.7m
[seed 50]  83/100      PReLU+LeakyReLU acc= 86.61  ETA  18.7m
[seed 40]  81/100      PReLU+ReLU      acc= 87.38  ETA  21.5m
[seed 20]  83/100      PReLU+LeakyReLU acc= 86.83  ETA  18.8m
[seed 30]  84/100      PReLU+Tanh      acc= 87.01  ETA  17.5m
[seed 50]  84/100      PReLU+Tanh      acc= 86.66  ETA  17.6m
[seed 40]  82/100      PReLU+ELU       acc= 85.75  ETA  20.3m
[seed 20]  84/100      PReLU+Tanh      acc= 86.43  ETA  17.7m
[seed 30]  85/100      PReLU+GELU      acc= 86.53  ETA  16.4m
[seed 50]  85/100      PReLU+GELU      acc= 85.35  ETA  16.5m
[seed 40]  83/100      PReLU+LeakyReLU acc= 86.13  ETA  19.2m
[seed 20]  85/100      PReLU+GELU      acc= 85.34  ETA  16.5m
[seed 30]  86/100      PReLU+SiLU      acc= 87.16  ETA  15.3m
[seed 40]  84/100      PReLU+Tanh      acc= 87.00  ETA  17.9m
[seed 50]  86/100      PReLU+SiLU      acc= 85.41  ETA  15.4m
[seed 20]  86/100      PReLU+SiLU      acc= 86.36  ETA  15.4m
[seed 30]  87/100      PReLU+Mish      acc= 85.84  ETA  14.2m
[seed 40]  85/100      PReLU+GELU      acc= 87.01  ETA  16.8m
[seed 50]  87/100      PReLU+Mish      acc= 87.36  ETA  14.2m
[seed 20]  87/100      PReLU+Mish      acc= 85.48  ETA  14.3m
[seed 30]  88/100      PReLU+SELU      acc= 86.88  ETA  13.1m
[seed 40]  86/100      PReLU+SiLU      acc= 86.99  ETA  15.6m
[seed 50]  88/100      PReLU+SELU      acc= 87.12  ETA  13.1m
[seed 20]  88/100      PReLU+SELU      acc= 86.99  ETA  13.1m
[seed 30]  89/100      PReLU+PReLU     acc= 86.93  ETA  12.0m
[seed 40]  87/100      PReLU+Mish      acc= 86.93  ETA  14.5m
[seed 50]  89/100      PReLU+PReLU     acc= 86.55  ETA  12.0m
[seed 20]  89/100      PReLU+PReLU     acc= 87.37  ETA  12.0m
[seed 30]  90/100      PReLU+Hardswish acc= 87.01  ETA  10.8m
[seed 40]  88/100      PReLU+SELU      acc= 87.44  ETA  13.4m
[seed 50]  90/100      PReLU+Hardswish acc= 86.86  ETA  10.9m
[seed 20]  90/100      PReLU+Hardswish acc= 86.90  ETA  10.9m
[seed 30]  91/100  Hardswish+ReLU      acc= 85.68  ETA   9.7m
[seed 50]  91/100  Hardswish+ReLU      acc= 86.68  ETA   9.8m
[seed 40]  89/100      PReLU+PReLU     acc= 85.80  ETA  12.2m
[seed 20]  91/100  Hardswish+ReLU      acc= 86.94  ETA   9.8m
[seed 30]  92/100  Hardswish+ELU       acc= 87.23  ETA   8.6m
[seed 20]  92/100  Hardswish+ELU       acc= 86.19  ETA   8.7m
[seed 50]  92/100  Hardswish+ELU       acc= 86.97  ETA   8.7m
[seed 40]  90/100      PReLU+Hardswish acc= 87.44  ETA  11.1m
[seed 30]  93/100  Hardswish+LeakyReLU acc= 86.50  ETA   7.6m
[seed 20]  93/100  Hardswish+LeakyReLU acc= 86.85  ETA   7.6m
[seed 50]  93/100  Hardswish+LeakyReLU acc= 86.16  ETA   7.6m
[seed 40]  91/100  Hardswish+ReLU      acc= 86.23  ETA  10.0m
[seed 20]  94/100  Hardswish+Tanh      acc= 86.27  ETA   6.4m
[seed 30]  94/100  Hardswish+Tanh      acc= 86.09  ETA   6.5m
[seed 50]  94/100  Hardswish+Tanh      acc= 86.02  ETA   6.5m
[seed 40]  92/100  Hardswish+ELU       acc= 86.37  ETA   8.8m
[seed 20]  95/100  Hardswish+GELU      acc= 86.48  ETA   5.4m
[seed 40]  93/100  Hardswish+LeakyReLU acc= 65.50  ETA   7.7m
[seed 30]  95/100  Hardswish+GELU      acc= 86.45  ETA   5.4m
[seed 50]  95/100  Hardswish+GELU      acc= 86.13  ETA   5.4m
[seed 20]  96/100  Hardswish+SiLU      acc= 87.34  ETA   4.3m
[seed 40]  94/100  Hardswish+Tanh      acc= 86.03  ETA   6.6m
[seed 30]  96/100  Hardswish+SiLU      acc= 87.65  ETA   4.3m
[seed 50]  96/100  Hardswish+SiLU      acc= 86.98  ETA   4.3m
[seed 20]  97/100  Hardswish+Mish      acc= 86.80  ETA   3.2m
[seed 40]  95/100  Hardswish+GELU      acc= 86.48  ETA   5.5m
[seed 30]  97/100  Hardswish+Mish      acc= 86.83  ETA   3.2m
[seed 50]  97/100  Hardswish+Mish      acc= 87.18  ETA   3.2m
[seed 20]  98/100  Hardswish+SELU      acc= 86.89  ETA   2.1m
[seed 40]  96/100  Hardswish+SiLU      acc= 86.40  ETA   4.4m
[seed 30]  98/100  Hardswish+SELU      acc= 86.40  ETA   2.1m
[seed 50]  98/100  Hardswish+SELU      acc= 86.53  ETA   2.1m
[seed 20]  99/100  Hardswish+PReLU     acc= 87.36  ETA   1.1m
[seed 40]  97/100  Hardswish+Mish      acc= 86.38  ETA   3.3m
[seed 30]  99/100  Hardswish+PReLU     acc= 86.70  ETA   1.1m
[seed 50]  99/100  Hardswish+PReLU     acc= 85.05  ETA   1.1m
[seed 20] 100/100  Hardswish+Hardswish acc= 86.67  ETA   0.0m
[seed 20] DONE in 106.0 min -> BiLSTM+LSTM_5_seed_variance_results\seed_20.csv
[seed 40]  98/100  Hardswish+SELU      acc= 86.17  ETA   2.2m
[seed 30] 100/100  Hardswish+Hardswish acc= 87.09  ETA   0.0m
[seed 30] DONE in 106.5 min -> BiLSTM+LSTM_5_seed_variance_results\seed_30.csv
[seed 50] 100/100  Hardswish+Hardswish acc= 86.80  ETA   0.0m
[seed 50] DONE in 106.5 min -> BiLSTM+LSTM_5_seed_variance_results\seed_50.csv
[seed 40]  99/100  Hardswish+PReLU     acc= 86.48  ETA   1.1m
[seed 40] 100/100  Hardswish+Hardswish acc= 85.64  ETA   0.0m
[seed 40] DONE in 107.1 min -> BiLSTM+LSTM_5_seed_variance_results\seed_40.csv

  workers finished with codes [0, 0, 0, 0, 0] in 107.2 min

[4/4] Merging and summarising ...

======================================================================
BiLSTM+LSTM: 500 runs over 5 seeds -> 100 cells
======================================================================
  all runs      -> BiLSTM+LSTM_5_seed_variance_results\all_runs.csv
  per-cell mean -> BiLSTM+LSTM_5_seed_variance_results\mean_100_cells.csv

  per-cell std: 0.17 to 9.27 (median 0.53)

  top 5 cells by mean accuracy:
    Hardswish + SiLU       87.16 +/- 0.49
         ReLU + GELU       87.15 +/- 0.40
    LeakyReLU + GELU       87.11 +/- 0.48
    LeakyReLU + ReLU       87.07 +/- 0.62
        PReLU + Hardswish  87.06 +/- 0.23
