Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiGRU+GRU
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiGRU+GRU_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 10]  52/100       SiLU+ELU       acc= 87.34  ETA  39.6m
[seed 50]  57/100       SiLU+Mish      acc= 87.72  ETA  32.5m
[seed 20]  57/100       SiLU+Mish      acc= 87.41  ETA  32.7m
[seed 40]  56/100       SiLU+SiLU      acc= 87.94  ETA  34.1m
[seed 30]  54/100       SiLU+Tanh      acc= 87.86  ETA  37.1m
[seed 10]  53/100       SiLU+LeakyReLU acc= 87.54  ETA  38.8m
[seed 50]  58/100       SiLU+SELU      acc= 87.30  ETA  31.7m
[seed 20]  58/100       SiLU+SELU      acc= 87.80  ETA  31.9m
[seed 40]  57/100       SiLU+Mish      acc= 87.58  ETA  33.3m
[seed 30]  55/100       SiLU+GELU      acc= 87.43  ETA  36.3m
[seed 10]  54/100       SiLU+Tanh      acc= 86.76  ETA  37.9m
[seed 50]  59/100       SiLU+PReLU     acc= 87.55  ETA  31.0m
[seed 20]  59/100       SiLU+PReLU     acc= 88.04  ETA  31.2m
[seed 40]  58/100       SiLU+SELU      acc= 87.91  ETA  32.5m
[seed 30]  56/100       SiLU+SiLU      acc= 87.43  ETA  35.5m
[seed 50]  60/100       SiLU+Hardswish acc= 87.58  ETA  30.2m
[seed 10]  55/100       SiLU+GELU      acc= 87.79  ETA  37.1m
[seed 20]  60/100       SiLU+Hardswish acc= 87.90  ETA  30.4m
[seed 40]  59/100       SiLU+PReLU     acc= 88.05  ETA  31.7m
[seed 30]  57/100       SiLU+Mish      acc= 86.73  ETA  34.5m
[seed 50]  61/100       Mish+ReLU      acc= 87.64  ETA  29.5m
[seed 10]  56/100       SiLU+SiLU      acc= 87.43  ETA  36.2m
[seed 20]  61/100       Mish+ReLU      acc= 87.51  ETA  29.6m
[seed 40]  60/100       SiLU+Hardswish acc= 87.94  ETA  30.9m
[seed 30]  58/100       SiLU+SELU      acc= 87.66  ETA  33.8m
[seed 50]  62/100       Mish+ELU       acc= 87.54  ETA  28.7m
[seed 10]  57/100       SiLU+Mish      acc= 87.29  ETA  35.5m
[seed 20]  62/100       Mish+ELU       acc= 87.05  ETA  28.9m
[seed 40]  61/100       Mish+ReLU      acc= 87.70  ETA  30.2m
[seed 30]  59/100       SiLU+PReLU     acc= 87.03  ETA  32.9m
[seed 50]  63/100       Mish+LeakyReLU acc= 87.15  ETA  28.0m
[seed 20]  63/100       Mish+LeakyReLU acc= 87.60  ETA  28.1m
[seed 10]  58/100       SiLU+SELU      acc= 87.36  ETA  34.7m
[seed 40]  62/100       Mish+ELU       acc= 87.67  ETA  29.4m
[seed 30]  60/100       SiLU+Hardswish acc= 87.35  ETA  32.2m
[seed 50]  64/100       Mish+Tanh      acc= 87.61  ETA  27.2m
[seed 20]  64/100       Mish+Tanh      acc= 87.36  ETA  27.3m
[seed 40]  63/100       Mish+LeakyReLU acc= 87.76  ETA  28.6m
[seed 10]  59/100       SiLU+PReLU     acc= 87.05  ETA  33.9m
[seed 50]  65/100       Mish+GELU      acc= 87.67  ETA  26.4m
[seed 30]  61/100       Mish+ReLU      acc= 86.86  ETA  31.4m
[seed 20]  65/100       Mish+GELU      acc= 87.25  ETA  26.6m
[seed 40]  64/100       Mish+Tanh      acc= 87.62  ETA  27.8m
[seed 10]  60/100       SiLU+Hardswish acc= 87.18  ETA  33.1m
[seed 50]  66/100       Mish+SiLU      acc= 87.71  ETA  25.7m
[seed 30]  62/100       Mish+ELU       acc= 87.22  ETA  30.7m
[seed 20]  66/100       Mish+SiLU      acc= 87.27  ETA  25.8m
[seed 40]  65/100       Mish+GELU      acc= 87.67  ETA  27.0m
[seed 10]  61/100       Mish+ReLU      acc= 87.86  ETA  32.3m
[seed 50]  67/100       Mish+Mish      acc= 87.78  ETA  24.9m
[seed 30]  63/100       Mish+LeakyReLU acc= 86.40  ETA  29.8m
[seed 20]  67/100       Mish+Mish      acc= 87.83  ETA  25.1m
[seed 40]  66/100       Mish+SiLU      acc= 87.92  ETA  26.3m
[seed 10]  62/100       Mish+ELU       acc= 87.61  ETA  31.5m
[seed 50]  68/100       Mish+SELU      acc= 87.42  ETA  24.2m
[seed 30]  64/100       Mish+Tanh      acc= 87.30  ETA  29.0m
[seed 20]  68/100       Mish+SELU      acc= 87.08  ETA  24.3m
[seed 40]  67/100       Mish+Mish      acc= 87.78  ETA  25.5m
[seed 50]  69/100       Mish+PReLU     acc= 87.34  ETA  23.4m
[seed 10]  63/100       Mish+LeakyReLU acc= 87.54  ETA  30.7m
[seed 20]  69/100       Mish+PReLU     acc= 87.41  ETA  23.5m
[seed 30]  65/100       Mish+GELU      acc= 87.76  ETA  28.2m
